C_CH2_lens,hop_angle,hop_times
1.6147357,11.411040435686322,8.1
1.5038832,18.445749521070162,13.3
1.5882971,7.167660520436058,7.800000000000001
1.4319149,45.98897032544883,43.400000000000006
1.5634425,12.554117367581782,7.7
1.5949516,7.36149067875343,11.8
1.5842199,22.58305548745621,26.200000000000003
1.5395514,13.242326603144631,9.1
1.5824598,8.107224663353572,10.8
1.5255029,10.666809947343534,8.9
1.6452296,30.062766129202956,7.7
1.6406206,29.893047111401078,7.6000000000000005
1.6969236,35.744820008009484,12.8
1.5533876,11.754615279542254,7.9
1.6602279,9.327804986041446,28.400000000000002
1.5752602,15.164641759520013,16.7
1.6259193,4.244180025807749,7.800000000000001
1.6706264,26.594877187266157,30.3
1.488675,29.18415765249746,14.3
1.5665379,13.581066209963522,8.8
1.4991523,17.79226739836609,48.5
1.5025872,18.433225098754207,11.8
1.5325335,19.728561160666466,8.0
1.6055372,23.45514794561334,11.4
1.5876905,20.3988212917487,7.0
1.5833719,19.3199979365245,24.700000000000003
1.6160874,24.20774894194601,24.8
1.5491232,18.548445514165987,7.6000000000000005
1.5074052,18.632437105346078,9.9
1.6288097,9.953053687189536,8.200000000000001
1.5804989,20.836949439817136,8.200000000000001
1.598153,29.922784103269535,8.5
1.4817058,24.7118826027707,11.100000000000001
1.5011189,18.015138875775147,6.2
1.5439073,22.686861967722685,17.7
1.5496733,12.335999534193364,9.8
1.6285721,43.66351860024247,29.400000000000002
1.5733398,19.512348050148702,6.7
1.5326859,11.332475371932436,10.0
1.5458739,13.578481174496586,7.7
1.5599179,12.454685011951286,6.6000000000000005
1.6095054,22.537346551332426,7.6000000000000005
1.5062401,13.927670159921142,13.8
1.530049,11.4320748367604,7.0
1.5805569,11.233557010254033,8.6
1.5667472,15.345067465109551,6.300000000000001
1.5332803,10.925932524151794,9.0
1.5882865,5.049313460846443,6.5
1.5758237,11.986200041600426,10.200000000000001
1.4957169,19.914732601407064,10.200000000000001
1.6141002,19.73763145583458,11.700000000000001
1.4569534,4.321435117193541,6.6000000000000005
1.537025,8.861846416084106,8.8
1.5914494,14.915386484182172,12.5
1.5321951,29.213299773342126,6.1000000000000005
1.5730942,9.288927875148044,7.6000000000000005
1.6277988,15.030546216138589,9.1
1.55539,23.137287537836826,6.2
1.5485256,12.802509654440865,8.6
1.4925251,17.46628852093098,15.8
1.5825157,7.099881089528809,7.9
1.7535512,36.17386381184399,31.3
1.7030163,28.92171208692723,25.200000000000003
1.5590745,3.8764648794246317,11.600000000000001
1.6251179,13.432889097883226,9.8
1.4746906,8.026812198603274,8.200000000000001
1.4953818,29.04144386589413,14.4
1.5389142,28.214698836523006,54.2
1.561053,12.853681705676077,6.0
1.4414223,16.306427301109636,45.800000000000004
1.5577029,14.937097568988213,9.700000000000001
1.4419748,6.201535408869651,11.8
1.5302559,22.545152241530023,7.6000000000000005
1.7195312,31.93419340745208,27.200000000000003
1.5767034,7.619561513607149,7.5
1.5684305,5.820278050183994,8.1
1.548645,14.061673611138703,33.300000000000004
1.5927693,16.63337692546389,26.8
1.5835178,22.82387190320208,48.800000000000004
1.5958563,22.639008263260255,28.900000000000002
1.579756,15.158801092569218,9.1
1.5850178,10.227253456447443,14.0
1.5627623,40.838939560170694,36.7
1.5125942,6.426577028619485,9.1
1.5741622,24.94522584354346,29.1
1.4079453,68.50866839834588,47.900000000000006
1.4708933,6.80799293918628,8.1
1.5246228,12.965596185783296,6.300000000000001
1.6932195,13.591559844898729,28.1
1.4965817,16.478984744505098,15.5
1.5688063,10.67766670329994,8.6
1.7315755,27.065291832857408,29.6
1.6356865,10.098624464155161,28.1
1.6632041,21.161565900844163,35.1
1.7631348,17.183100653239563,27.900000000000002
1.4424624,34.83790389328579,45.7
1.5404422,16.379073217429067,7.800000000000001
1.5098125,13.469370798364466,8.8
1.5286788,20.016215674498405,8.1
1.5948447,13.910515284111035,6.800000000000001
1.6139476,14.4064668735137,26.1
1.5898682,25.26685340243329,9.200000000000001
1.6957345,44.7328909293271,24.200000000000003
1.576213,19.195503622068284,9.600000000000001
1.5640807,20.63403250635772,8.9
1.522499,7.986387159405193,9.5
1.45894,33.319606928569726,51.900000000000006
1.5182546,26.271817987519867,43.800000000000004
1.5195415,14.306760180719031,12.5
1.6396773,23.668034021870778,31.6
1.4972438,11.291833419061287,9.4
1.6430827,23.62276183876046,31.5
1.4935721,38.74215057598376,47.800000000000004
1.5673554,3.3181040615265944,8.3
1.5145037,24.985383627937843,15.0
1.5962297,12.744833339497484,6.800000000000001
1.6700501,12.091300571865645,31.200000000000003
1.5454566,12.626454038433545,8.700000000000001
1.5646952,13.92145136870802,8.3
1.5174271,16.868213516312107,15.0
1.6311772,7.669369809205596,8.200000000000001
1.6649677,23.51452363435953,27.200000000000003
1.4705465,36.53465198288399,16.2
1.5464896,21.366781545785997,8.8
1.7009376,57.747160377985495,27.0
1.5095588,15.158874366382271,9.0
1.6947821,5.77666662295672,9.4
1.555169,13.416665906485347,7.800000000000001
1.6321307,20.287808387165896,6.6000000000000005
1.6010014,12.439446839708761,7.5
1.5529822,6.741654221923735,8.3
1.6648433,33.908571433313696,15.3
1.5796362,20.612441154071163,7.800000000000001
1.5188546,54.82589233624068,24.3
1.6863059,14.921208284593511,8.8
1.5368359,22.348474774946162,10.8
1.4879811,15.693015368543538,7.7
1.5284501,28.527738342101774,7.6000000000000005
1.459678,24.201838741966526,15.3
1.4633636,14.722890642690553,6.6000000000000005
1.7563404,52.741460654060994,29.1
1.5957837,7.465582347735863,14.3
1.6466687,24.753096929111962,33.4
1.5830743,5.986407504864873,8.3
1.6110858,22.00143299358028,26.0
1.4363958,45.423841957530975,47.400000000000006
1.4830313,18.69221980820177,45.7
1.5769192,48.25074947739027,34.6
1.4421264,111.26038657345298,56.300000000000004
1.6223961,33.93922623815219,26.0
1.4114468,76.6972187578146,44.1
1.5657454,11.085994634622459,8.3
1.5503432,14.510287032408211,7.300000000000001
1.6030054,12.799304575694679,8.8
1.5457795,10.607949074029438,13.100000000000001
1.5402641,16.645743844166965,7.6000000000000005
1.6136779,12.482545539664597,6.9
1.6313132,9.102152181699399,7.9
1.7702535,11.132896339061148,26.8
1.537278,2.324338245144662,6.4
1.5175927,10.913893188163348,7.1000000000000005
1.5591238,15.77694144843183,11.700000000000001
1.5441476,11.761704653237572,8.8
1.6010379,26.273926582302458,25.5
1.5666616,13.608669622092865,8.1
1.5213425,12.518407620928855,9.5
1.6264434,9.352786922999345,7.5
1.4838251,19.37869839074162,12.200000000000001
1.5324318,6.914487533319189,15.100000000000001
1.5401286,4.944138519336605,7.6000000000000005
1.464968,19.568813558105504,50.1
1.5682639,12.444722161062687,7.6000000000000005
1.536186,18.888090669617817,8.3
1.6054479,14.524661387070744,8.0
1.4463025,28.176223481638033,15.4
1.540693,18.59753528954739,8.0
1.4375919,33.55555143269128,17.8
1.5842731,17.577822322968096,9.4
1.481515,33.515025658316645,7.9
1.6147134,8.4612650939269,9.1
1.489306,2.359552716986463,9.3
1.5029097,11.23905307555911,8.6
1.5126847,12.96557822567716,6.4
1.4895413,10.689917107606199,9.700000000000001
1.583863,33.900413260062095,12.0
1.5493916,19.626384460766207,13.600000000000001
1.5278094,26.23436036861687,14.700000000000001
1.559959,28.766052141058246,8.6
1.5638343,37.71404608179191,27.0
1.465995,31.296009558315905,49.400000000000006
1.5799366,3.219639663762064,6.9
1.3703889,63.29474590528172,45.5
1.5159106,20.7152118543961,7.9
1.4937243,35.109948309655174,8.200000000000001
1.6041616,32.08437953370047,12.9
1.5803735,19.242092321627332,7.7
1.4633212,11.236581490441571,7.7
1.681147,18.303069264056184,25.0
1.6132659,16.300944643904298,8.3
1.6202002,2.8197540813037354,11.3
1.5731616,30.380993423744115,8.8
1.5456593,20.24149406391087,12.8
1.577245,21.715712195134987,7.5
1.5475842,30.009382784936914,21.3
1.5550296,9.979030086067446,9.200000000000001
1.5675505,11.305046156847524,8.200000000000001
1.4969584,18.39582791768239,13.8
1.5288907,18.88978940355742,7.4
1.6751231,31.244744579140637,26.900000000000002
1.5209873,8.285782687599289,8.1
1.4516256,13.818118763142486,12.600000000000001
1.569153,29.59262758767612,27.5
1.5735561,10.674100173956651,8.9
1.5609704,17.77212101934876,8.5
1.5265155,4.943577439076101,9.1
1.5829834,31.40522462348958,14.600000000000001
1.614486,13.43477076964815,7.5
1.6613977,10.620874276334096,28.8
1.5906538,16.277724853778903,8.4
1.5527081,7.185742348335715,7.5
1.4614562,11.217963481946096,10.3
1.5692805,9.605048169037762,10.0
1.5685743,9.538601553572224,9.9
1.5664407,10.499690257100385,11.5
1.6133734,13.554439184636848,7.4
1.4942305,26.302282021568182,14.600000000000001
1.5887526,17.16696099835535,6.4
1.6080121,43.87567837479726,25.3
1.4905165,25.265353417143608,7.7
1.5499189,17.62624160502978,7.300000000000001
1.5956315,7.983352031921889,9.600000000000001
1.5075567,3.5348638472947496,11.700000000000001
1.5401847,22.72572276743857,15.700000000000001
1.6071755,7.673311316383815,7.6000000000000005
1.3500316,44.82457361118959,48.6
1.5307589,13.970426218274197,9.3
1.6825366,32.143716067682846,33.0
1.5333894,13.893903276436513,9.200000000000001
1.7197124,23.32428935916664,24.700000000000003
1.4526287,45.99677920183473,44.900000000000006
1.6155035,15.895939613361424,7.2
1.5015686,25.84839395942182,7.7
1.4724351,12.100445510456673,7.5
1.5736858,14.271441216468654,11.8
1.5088173,26.885694615931513,8.1
1.5840896,9.818047049514071,6.4
1.6677151,17.960062742121508,8.5
1.599801,4.26219179447044,7.4
1.4846772,11.968728539276993,7.6000000000000005
1.5773845,3.578303805299308,9.1
1.5590638,7.9820087245849285,12.200000000000001
1.5622487,7.933257994786783,12.100000000000001
1.6214213,16.439590682425706,25.3
1.5660899,8.019207615366982,7.7
1.5468707,0.9200055253209685,7.2
1.6299461,4.677070487170345,9.3
1.537472,26.07341607706719,15.3
1.4747334,14.384181246734272,8.1
1.605159,48.40628749112294,26.700000000000003
1.5855631,18.23072535273051,24.900000000000002
1.662379,10.962939713049918,11.8
1.5573876,21.176715176515593,7.300000000000001
1.5577631,15.16558050111541,7.9
1.475792,38.39568599182315,47.2
1.5091373,15.794156712571175,15.3
1.5163516,7.75051992502928,9.4
1.71531,23.627517300988572,29.0
1.5709873,3.090455005144928,7.300000000000001
1.5633888,6.952315411749142,7.300000000000001
1.5435642,7.520782973044826,7.300000000000001
1.579718,18.655749821366847,11.200000000000001
